Price,TransferDate,PostCode,PropType,Age,Duration,City,District,County
350000,44032,SE13 6HQ,Other,Pre-Owned,Freehold,LONDON,LEWISHAM,GREATER LONDON
5635,43921,N7 9RH,Other,Pre-Owned,Freehold,LONDON,ISLINGTON,GREATER LONDON
612000,44033,N16 6JL,Other,Pre-Owned,Freehold,LONDON,HACKNEY,GREATER LONDON
1365000,43859,E1 6QL,Other,Pre-Owned,Freehold,LONDON,TOWER HAMLETS,GREATER LONDON
114712500,44014,W1S 2TL,Other,Pre-Owned,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
850000,44022,SE22 8JY,Terraced,Pre-Owned,Freehold,LONDON,SOUTHWARK,GREATER LONDON
13700,44007,SE14 6QD,Other,Pre-Owned,Freehold,LONDON,LEWISHAM,GREATER LONDON
1535000,43889,NW6 4HY,Other,Pre-Owned,Freehold,LONDON,CAMDEN,GREATER LONDON
1100000,44043,SW2 5JA,Terraced,Pre-Owned,Freehold,LONDON,LAMBETH,GREATER LONDON
395000,43899,SE5 7SX,Terraced,Pre-Owned,Freehold,LONDON,SOUTHWARK,GREATER LONDON
416000,44027,SE18 1PS,Terraced,Pre-Owned,Freehold,LONDON,GREENWICH,GREATER LONDON
335000,44015,RM10 7XL,Terraced,Pre-Owned,Freehold,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
325000,43999,RM13 9AT,Terraced,Pre-Owned,Freehold,RAINHAM,HAVERING,GREATER LONDON
850000,44036,SW11 5XT,Other,Pre-Owned,Freehold,LONDON,WANDSWORTH,GREATER LONDON
350000,44014,SW9 8SE,Terraced,Pre-Owned,Freehold,LONDON,LAMBETH,GREATER LONDON
1030000,44012,SW8 3QD,Other,Pre-Owned,Freehold,LONDON,WANDSWORTH,GREATER LONDON
1175000,43966,SW6 4EP,Other,Pre-Owned,Freehold,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
763400,44033,SW17 8TW,Terraced,Pre-Owned,Freehold,LONDON,WANDSWORTH,GREATER LONDON
20000,44022,,Other,Pre-Owned,Freehold,LONDON,GREENWICH,GREATER LONDON
330000,43998,SE18 2SB,Terraced,Pre-Owned,Freehold,LONDON,GREENWICH,GREATER LONDON
745000,44029,SE12 9SU,Detached,Pre-Owned,Freehold,LONDON,LEWISHAM,GREATER LONDON
378000,44015,SE23 2RS,Terraced,Pre-Owned,Freehold,LONDON,LEWISHAM,GREATER LONDON
1250000,43992,N16 5NF,Terraced,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
285000,44048,SE18 2HP,Semi-Detached,Pre-Owned,Freehold,LONDON,GREENWICH,GREATER LONDON
420000,44036,SE6 1JG,Terraced,Pre-Owned,Freehold,LONDON,LEWISHAM,GREATER LONDON
470000,44001,SE3 8NF,Semi-Detached,Pre-Owned,Freehold,LONDON,GREENWICH,GREATER LONDON
1000000,44015,SE9 1JF,Detached,Pre-Owned,Freehold,LONDON,GREENWICH,GREATER LONDON
370000,44008,EN5 5QP,Flat,Pre-Owned,Leasehold,BARNET,BARNET,GREATER LONDON
338500,43921,NW2 2LB,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
245000,44042,EN3 5FE,Flat,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
248000,44001,N18 2LN,Flat,Pre-Owned,Leasehold,LONDON,ENFIELD,GREATER LONDON
148823,43914,EN1 1XZ,Flat,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
825000,43868,TW8 0AH,Other,Pre-Owned,Freehold,BRENTFORD,HOUNSLOW,GREATER LONDON
285000,44027,HA8 0QY,Flat,Pre-Owned,Leasehold,EDGWARE,BARNET,GREATER LONDON
500000,44011,N17 7PE,Terraced,Pre-Owned,Freehold,LONDON,HARINGEY,GREATER LONDON
345000,44029,N10 1BA,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
370000,44014,N12 0EQ,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
500000,44021,TW3 3AG,Terraced,Pre-Owned,Freehold,HOUNSLOW,HOUNSLOW,GREATER LONDON
360000,44022,UB8 3RX,Semi-Detached,Pre-Owned,Freehold,UXBRIDGE,HILLINGDON,GREATER LONDON
525000,44026,N8 8AW,Flat,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
1000000,44015,W5 1UP,Other,Pre-Owned,Freehold,LONDON,EALING,GREATER LONDON
280000,44008,N17 8SH,Flat,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
420000,44006,N12 0AW,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
440000,44001,TW5 9EU,Semi-Detached,Pre-Owned,Freehold,HOUNSLOW,HOUNSLOW,GREATER LONDON
230000,44021,HA2 8AW,Other,Pre-Owned,Leasehold,HARROW,HARROW,GREATER LONDON
250000,44048,UB2 4RR,Flat,Pre-Owned,Leasehold,SOUTHALL,EALING,GREATER LONDON
417500,43965,W5 2SU,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
10000,44013,HA3 5DL,Other,Pre-Owned,Leasehold,HARROW,HARROW,GREATER LONDON
290000,44035,EN1 1GD,Flat,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
175000,43951,HA6 2TQ,Flat,Pre-Owned,Leasehold,NORTHWOOD,HILLINGDON,GREATER LONDON
8000,44011,E3 4PH,Other,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
10267,44011,EC1R 0HR,Other,Pre-Owned,Freehold,LONDON,ISLINGTON,GREATER LONDON
1000,44015,E10 7NE,Other,Pre-Owned,Leasehold,LONDON,WALTHAM FOREST,GREATER LONDON
6000,44036,,Other,Pre-Owned,Freehold,FELTHAM,HOUNSLOW,GREATER LONDON
266666,43977,N22 8RB,Flat,Pre-Owned,Leasehold,LONDON,ENFIELD,GREATER LONDON
266666,43977,N22 8RB,Flat,Pre-Owned,Leasehold,LONDON,ENFIELD,GREATER LONDON
266666,43977,N22 8RB,Flat,Pre-Owned,Leasehold,LONDON,ENFIELD,GREATER LONDON
752000,44046,E5 8RG,Flat,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
265000,44046,RM13 7BX,Terraced,Pre-Owned,Freehold,RAINHAM,HAVERING,GREATER LONDON
5000,43993,E1 2PS,Other,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
280000,43910,E3 3QB,Flat,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
445000,44028,NW10 7EN,Semi-Detached,Pre-Owned,Freehold,LONDON,EALING,GREATER LONDON
100000,44041,N3 3ND,Other,Pre-Owned,Freehold,LONDON,BARNET,GREATER LONDON
369000,44028,E3 4TX,Flat,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
1000,44005,E4 9LG,Other,Pre-Owned,Leasehold,LONDON,WALTHAM FOREST,GREATER LONDON
305000,44025,N11 3NS,Flat,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
125000,44014,EN2 0EN,Other,Pre-Owned,Freehold,ENFIELD,ENFIELD,GREATER LONDON
405000,44015,E17 8EL,Other,Pre-Owned,Leasehold,LONDON,WALTHAM FOREST,GREATER LONDON
15000,44021,UB3 2HW,Other,Pre-Owned,Leasehold,HAYES,HILLINGDON,GREATER LONDON
125000,43993,N7 7FG,Flat,Pre-Owned,Leasehold,LONDON,ISLINGTON,GREATER LONDON
251600,44022,NW7 1GR,Other,Pre-Owned,Freehold,LONDON,BARNET,GREATER LONDON
450000,44007,UB2 5JJ,Terraced,Pre-Owned,Freehold,SOUTHALL,EALING,GREATER LONDON
1500000,44011,W5 2UU,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
335000,44015,E17 3QT,Flat,Pre-Owned,Leasehold,LONDON,WALTHAM FOREST,GREATER LONDON
535000,44015,E3 4RF,Other,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
1000,44001,EN3 5BL,Other,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
235000,43973,W13 0SN,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
677000,43994,E1 8PT,Flat,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
1000,44006,E1 1HL,Other,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
410000,44043,UB1 1BY,Terraced,Pre-Owned,Freehold,SOUTHALL,EALING,GREATER LONDON
48000,43892,E8 3LJ,Other,Pre-Owned,Freehold,LONDON,HACKNEY,GREATER LONDON
40000,43979,W4 4JE,Other,Pre-Owned,Freehold,LONDON,HOUNSLOW,GREATER LONDON
13000,44029,N12 9AY,Other,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
27000,44026,EN3 4HX,Other,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
48000,43892,E8 3LJ,Other,Pre-Owned,Freehold,LONDON,HACKNEY,GREATER LONDON
450000,44028,TW7 4HQ,Detached,Pre-Owned,Freehold,ISLEWORTH,HOUNSLOW,GREATER LONDON
283000,43924,E17 8HQ,Flat,Pre-Owned,Leasehold,LONDON,WALTHAM FOREST,GREATER LONDON
16060000,44015,TW13 4AG,Other,Pre-Owned,Freehold,FELTHAM,HOUNSLOW,GREATER LONDON
120000,44027,NW10 5RQ,Other,Pre-Owned,Leasehold,LONDON,BRENT,GREATER LONDON
249999,43952,N17 6RZ,Flat,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
300000,44043,N8 0DY,Flat,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
275000,44027,EN3 6YG,Flat,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
300000,43921,E17 8HQ,Flat,Pre-Owned,Leasehold,LONDON,WALTHAM FOREST,GREATER LONDON
12000,44020,N3 2PA,Other,Pre-Owned,Leasehold,LONDON,BARNET,GREATER LONDON
800000,43982,UB10 0GQ,Terraced,Pre-Owned,Freehold,UXBRIDGE,HILLINGDON,GREATER LONDON
182000,44040,NW9 9DT,Flat,Pre-Owned,Leasehold,LONDON,BRENT,GREATER LONDON
340000,44046,N15 6LT,Flat,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
400000,44028,TW3 4BZ,Terraced,Pre-Owned,Freehold,HOUNSLOW,HOUNSLOW,GREATER LONDON
220000,44015,HA3 7RT,Flat,Pre-Owned,Leasehold,HARROW,HARROW,GREATER LONDON
226000,44013,N8 7PB,Other,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
678000,43840,NW9 7ES,Other,NewBuild,Leasehold,LONDON,BARNET,GREATER LONDON
575000,44033,HA8 0FF,Other,Pre-Owned,Freehold,EDGWARE,BARNET,GREATER LONDON
380700,43861,N8 0EJ,Flat,NewBuild,Leasehold,LONDON,HARINGEY,GREATER LONDON
378900,43861,N8 0EJ,Flat,NewBuild,Leasehold,LONDON,HARINGEY,GREATER LONDON
460000,43861,W5 2HT,Flat,NewBuild,Leasehold,LONDON,EALING,GREATER LONDON
310000,43864,TW13 4LH,Semi-Detached,Pre-Owned,Freehold,FELTHAM,HOUNSLOW,GREATER LONDON
318000,43854,TW8 9GW,Flat,Pre-Owned,Leasehold,BRENTFORD,HOUNSLOW,GREATER LONDON
10000,44001,N9 9TT,Other,Pre-Owned,Leasehold,LONDON,ENFIELD,GREATER LONDON
680400,43850,TW7 6RJ,Other,NewBuild,Leasehold,ISLEWORTH,HOUNSLOW,GREATER LONDON
830850,43882,E1 8ZP,Flat,NewBuild,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
2075000,43886,N7 0FJ,Other,Pre-Owned,Leasehold,LONDON,ISLINGTON,GREATER LONDON
286500,43901,UB8 1SB,Flat,NewBuild,Leasehold,UXBRIDGE,HILLINGDON,GREATER LONDON
380000,43889,E1 5GA,Flat,NewBuild,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
600,43909,N16 7UU,Flat,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
258150,43899,N7 7FN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
258150,43899,N7 7FN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
258150,43899,N7 7FN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
240997,43899,N7 7FN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
360000,43833,E5 0NP,Other,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
588103,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
580156,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
723208,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
1396000,43913,EC2A 2FD,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
437103,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
580156,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
580156,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
452998,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
747050,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
580156,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
572208,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
762944,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
445051,43902,E8 3QA,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
422400,43899,N7 7FN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
427200,43899,N7 7FN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
585600,43899,N7 7FN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
458200,43910,N17 7AW,Flat,NewBuild,Leasehold,LONDON,HARINGEY,GREATER LONDON
455500,43896,N17 7AW,Flat,NewBuild,Leasehold,LONDON,HARINGEY,GREATER LONDON
455500,43896,N17 7AW,Flat,NewBuild,Leasehold,LONDON,HARINGEY,GREATER LONDON
294300,43896,N17 7AW,Flat,NewBuild,Leasehold,LONDON,HARINGEY,GREATER LONDON
300000,43921,E10 5QT,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
576000,43907,N1 1WL,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
575000,43907,N1 1WL,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
656000,43907,N1 1UN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
656000,43907,N1 1UN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
656000,43907,N1 1UN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
656000,43907,N1 1UN,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
10000,43917,N3 2RA,Other,Pre-Owned,Freehold,LONDON,BARNET,GREATER LONDON
398800,43910,N17 7AW,Flat,NewBuild,Leasehold,LONDON,HARINGEY,GREATER LONDON
220000,43955,E3 5LU,Other,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
350000,43945,N17 6QN,Flat,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
350000,43945,N17 6QN,Flat,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
470500,43885,E14 0TU,Flat,NewBuild,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
832350,43949,EC1V 2AE,Flat,NewBuild,Leasehold,LONDON,ISLINGTON,GREATER LONDON
600000,43945,N17 6QN,Other,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
468000,44034,TW5 9BN,Semi-Detached,Pre-Owned,Leasehold,HOUNSLOW,HOUNSLOW,GREATER LONDON
966720,43833,EC2A 2FE,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
125000,43987,HA6 1DU,Other,Pre-Owned,Leasehold,NORTHWOOD,HILLINGDON,GREATER LONDON
465000,43885,E1 8ZZ,Flat,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
410000,44019,E10 7NH,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
350000,43851,NW5 1HN,Flat,Pre-Owned,Leasehold,LONDON,ISLINGTON,GREATER LONDON
636628,43909,N16 7UU,Flat,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
587657,43909,N16 7UU,Flat,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
370500,43917,E14 0TX,Flat,NewBuild,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
1373400,44036,E2 8GS,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
650799,44036,E2 8GT,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
824897,44036,E2 8GT,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
601055,44036,E2 8GS,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
659089,44036,E2 8GS,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
650799,44036,E2 8GS,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
638361,44036,E2 8GT,Flat,NewBuild,Leasehold,LONDON,HACKNEY,GREATER LONDON
438000,44055,E10 5QT,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
724239,43882,UB4 9HB,Terraced,Pre-Owned,Freehold,HAYES,HILLINGDON,GREATER LONDON
230000,43990,W3 6TJ,Flat,Pre-Owned,Leasehold,LONDON,EALING,GREATER LONDON
590000,43970,UB3 4BG,Terraced,Pre-Owned,Freehold,HAYES,HILLINGDON,GREATER LONDON
1625000,44036,NW10 6QN,Other,Pre-Owned,Freehold,LONDON,EALING,GREATER LONDON
3400000,44011,NW7 4JH,Other,Pre-Owned,Freehold,LONDON,BARNET,GREATER LONDON
10000000,44033,,Other,Pre-Owned,Freehold,HOUNSLOW,HOUNSLOW,GREATER LONDON
3000,44028,EN2 7AP,Other,Pre-Owned,Freehold,ENFIELD,ENFIELD,GREATER LONDON
55648,44042,N22 5HP,Other,Pre-Owned,Freehold,LONDON,HARINGEY,GREATER LONDON
270000,43917,N9 7AT,Flat,Pre-Owned,Leasehold,LONDON,ENFIELD,GREATER LONDON
3350000,44012,NW1 4QE,Other,Pre-Owned,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
548565,43861,NW6 5FU,Flat,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
10500000,43874,NW3 6NP,Other,Pre-Owned,Freehold,LONDON,CAMDEN,GREATER LONDON
4065188,43893,WC1N 1PG,Other,Pre-Owned,Freehold,LONDON,CAMDEN,GREATER LONDON
69000,43896,SW1P 4FE,Other,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
69000,43896,SW1P 4FE,Other,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
996400,43859,WC2A 2AT,Flat,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
1614078,43900,WC2A 2AT,Flat,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
1080227,43902,WC2A 2AT,Flat,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
2300000,43859,WC2A 2AT,Flat,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
1205370,43899,N1C 4BW,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
1287090,43899,N1C 4BW,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
596556,43899,N1C 4BW,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
604728,43899,N1C 4BW,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
621072,43899,N1C 4BW,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
633330,43899,N1C 4BW,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
1005156,43899,N1C 4BX,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
621072,43899,N1C 4BX,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
886662,43899,N1C 4BX,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
592470,43899,N1C 4BY,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
1287090,43899,N1C 4BY,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
1123650,43899,N1C 4BY,Flat,NewBuild,Leasehold,LONDON,CAMDEN,GREATER LONDON
2665000,43924,WC2A 2AT,Flat,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
525000,44015,NW6 5FU,Flat,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
3600000,44041,WC2A 2AT,Flat,NewBuild,Leasehold,LONDON,CITY OF WESTMINSTER,GREATER LONDON
32500,44014,NW1 8JJ,Other,Pre-Owned,Freehold,LONDON,CAMDEN,GREATER LONDON
590000,44049,IG3 9XJ,Terraced,Pre-Owned,Freehold,ILFORD,REDBRIDGE,GREATER LONDON
329500,43951,IG1 4BN,Terraced,Pre-Owned,Freehold,ILFORD,REDBRIDGE,GREATER LONDON
1140000,44011,E10 7BL,Other,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
625000,43992,RM13 9RH,Detached,Pre-Owned,Freehold,RAINHAM,HAVERING,GREATER LONDON
365000,44022,RM7 0AA,Terraced,Pre-Owned,Freehold,ROMFORD,HAVERING,GREATER LONDON
410000,44012,RM10 7HA,Terraced,Pre-Owned,Freehold,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
330000,44022,RM8 2TL,Other,Pre-Owned,Freehold,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
340000,43980,E4 8LU,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
760000,44050,IG1 3HG,Other,Pre-Owned,Freehold,ILFORD,REDBRIDGE,GREATER LONDON
310000,44001,RM3 9AD,Terraced,Pre-Owned,Freehold,ROMFORD,HAVERING,GREATER LONDON
243000,44013,RM7 0PS,Flat,Pre-Owned,Leasehold,ROMFORD,HAVERING,GREATER LONDON
475000,44029,E16 3AT,Terraced,Pre-Owned,Freehold,LONDON,NEWHAM,GREATER LONDON
315000,44012,E7 8DF,Semi-Detached,Pre-Owned,Freehold,LONDON,NEWHAM,GREATER LONDON
405000,44042,E10 7JT,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
312500,44029,IG1 2NZ,Terraced,Pre-Owned,Freehold,ILFORD,REDBRIDGE,GREATER LONDON
320000,44015,RM12 4PU,Terraced,Pre-Owned,Freehold,HORNCHURCH,HAVERING,GREATER LONDON
450000,43965,E17 6AF,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
340000,43980,N9 0RN,Terraced,Pre-Owned,Freehold,LONDON,ENFIELD,GREATER LONDON
350000,44001,E7 0DU,Terraced,Pre-Owned,Freehold,LONDON,NEWHAM,GREATER LONDON
255000,44046,RM10 8PS,Other,Pre-Owned,Leasehold,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
280000,43997,RM7 0YT,Terraced,Pre-Owned,Freehold,ROMFORD,BARKING AND DAGENHAM,GREATER LONDON
410000,43980,RM6 4DP,Other,Pre-Owned,Freehold,ROMFORD,REDBRIDGE,GREATER LONDON
325000,44029,N17 6DX,Terraced,Pre-Owned,Freehold,LONDON,HARINGEY,GREATER LONDON
300000,43987,RM8 3QX,Terraced,Pre-Owned,Freehold,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
250000,44022,IG8 8HW,Flat,Pre-Owned,Leasehold,WOODFORD GREEN,REDBRIDGE,GREATER LONDON
420000,44042,IG5 0RH,Detached,Pre-Owned,Freehold,ILFORD,REDBRIDGE,GREATER LONDON
40000,44029,IG1 4JX,Other,Pre-Owned,Freehold,ILFORD,REDBRIDGE,GREATER LONDON
354000,44033,E16 3DT,Terraced,Pre-Owned,Freehold,LONDON,NEWHAM,GREATER LONDON
15375,43948,E12 5JH,Other,Pre-Owned,Freehold,LONDON,NEWHAM,GREATER LONDON
270000,44015,E12 6TR,Other,Pre-Owned,Freehold,LONDON,NEWHAM,GREATER LONDON
410000,43983,RM9 5NH,Terraced,Pre-Owned,Freehold,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
285000,44034,RM9 6HJ,Terraced,Pre-Owned,Freehold,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
230000,43998,RM14 1RQ,Other,Pre-Owned,Freehold,UPMINSTER,HAVERING,GREATER LONDON
500,43987,RM6 6JT,Other,Pre-Owned,Freehold,ROMFORD,BARKING AND DAGENHAM,GREATER LONDON
20000000,43984,E15 4BQ,Other,Pre-Owned,Freehold,LONDON,NEWHAM,GREATER LONDON
295000,44015,E7 0HZ,Flat,Pre-Owned,Leasehold,LONDON,NEWHAM,GREATER LONDON
1854097,44050,E14 9XQ,Other,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
350000,44048,E4 9BX,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
560000,43962,IG6 1PF,Terraced,Pre-Owned,Freehold,ILFORD,REDBRIDGE,GREATER LONDON
260000,44046,E9 5AH,Flat,Pre-Owned,Leasehold,LONDON,HACKNEY,GREATER LONDON
298000,44042,RM8 2XS,Terraced,Pre-Owned,Freehold,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
422500,44041,IG3 9RJ,Semi-Detached,Pre-Owned,Freehold,ILFORD,REDBRIDGE,GREATER LONDON
189000,44006,N18 2JJ,Flat,Pre-Owned,Leasehold,LONDON,ENFIELD,GREATER LONDON
435000,44007,E11 4DR,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
385000,44007,E11 4DR,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
380000,43915,E4 7JE,Terraced,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
321000,44001,RM9 5NT,Semi-Detached,Pre-Owned,Freehold,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
500000,44029,E3 2JQ,Other,Pre-Owned,Freehold,LONDON,TOWER HAMLETS,GREATER LONDON
244000,44028,EN3 6JY,Flat,Pre-Owned,Leasehold,ENFIELD,ENFIELD,GREATER LONDON
450000,44029,E2 0SS,Flat,Pre-Owned,Leasehold,LONDON,TOWER HAMLETS,GREATER LONDON
290000,44019,N15 6SS,Flat,Pre-Owned,Leasehold,LONDON,HARINGEY,GREATER LONDON
52500,44032,E10 7BD,Other,Pre-Owned,Freehold,LONDON,WALTHAM FOREST,GREATER LONDON
195000,44040,EN3 5PR,Other,Pre-Owned,Freehold,ENFIELD,ENFIELD,GREATER LONDON
815000,44029,N9 7ET,Other,Pre-Owned,Freehold,LONDON,ENFIELD,GREATER LONDON
